transaction_id,customer_id,product_id,product_category,amount,date
4673,15,74217,fashion and apparel,6906.96,25-5-2024
4674,13,14166,health and wellness,4053.78,3-6-2024
4675,18,18713,food and beverage,6057.36,5-9-2024
4676,9,73847,media,3636.56,25-6-2024
4677,63,68213,shoes,7987.94,17-10-2024
4678,62,21697,drink,7686.93,6-1-2024
4679,37,1209,shoes,478.86,5-10-2024
4680,17,53607,fashion and apparel,5104.46,12-10-2024
4681,48,31226,cosmetics and bodycare,4749.63,24-7-2024
4682,81,56101,fashion and apparel,7312.11,11-7-2024
4683,19,46359,toys and hobbies,824.72,3-4-2024
4684,35,7473,food and beverage,503.25,11-8-2024
4685,22,1196,health and wellness,4653.48,24-3-2024
4686,35,84320,office equipment,4872.39,22-6-2024
4687,29,49164,fashion and apparel,7057.68,13-8-2024
4688,45,97478,health and wellness,2199.64,26-12-2024
4689,72,37472,electronics,6722.44,13-2-2024
4690,72,91109,health and wellness,2650.03,24-1-2024
4691,54,49103,toys and hobbies,901.81,22-10-2024
4692,94,64597,furniture and decor,1626.79,16-4-2024
4693,62,95502,pet products,9596.51,28-4-2024
4694,53,13248,media,8157.16,18-11-2024
4695,81,21732,shoes,3532.97,16-12-2024
4696,89,58994,digital services,7920.42,22-6-2024
4697,9,83408,fashion and apparel,6301.68,12-3-2024
4698,17,10544,fashion and apparel,2996.68,18-5-2024
4699,33,7297,media,3219.32,7-7-2024
4700,97,97777,cosmetics and bodycare,849.01,10-8-2024
4701,55,48848,food and beverage,2231.09,27-7-2024
4702,31,66905,cosmetics and bodycare,3193.4,19-12-2024
4703,18,69833,digital services,7708.22,2-12-2024
4704,86,50308,cosmetics and bodycare,3812.34,2-11-2024
4705,24,75806,cosmetics and bodycare,8400.2,27-10-2024
4706,8,80016,drink,103.49,11-12-2024
4707,100,33445,toys and hobbies,9059.31,12-1-2024
4708,23,40061,office equipment,4891.61,11-3-2024
4709,88,42521,furniture and decor,6595.46,10-9-2024
4710,10,31115,toys and hobbies,5656.51,9-11-2024
4711,68,10744,electronics,3720.7,20-6-2024
4712,97,48495,electronics,2600.9,4-10-2024
4713,9,92238,furniture and decor,999.52,25-7-2024
4714,52,32186,shoes,1417.14,7-10-2024
4715,53,89454,health and wellness,2261.15,13-3-2024
4716,50,79778,office equipment,1891.98,19-3-2024
4717,48,4329,fashion and apparel,4619.54,9-7-2024
4718,12,36614,shoes,5885.67,19-7-2024
4719,51,18960,food and beverage,5288.6,15-12-2024
4720,9,44282,food and beverage,7165.06,20-7-2024
4721,25,6198,cosmetics and bodycare,5946.43,11-6-2024
4722,28,97861,shoes,2797.17,28-7-2024
4723,69,23312,office equipment,9724.68,14-7-2024
4724,33,7222,drink,6453.68,8-1-2024
4725,6,27727,food and beverage,4025.54,19-10-2024
4726,28,96852,media,844.61,4-7-2024
4727,52,83223,office equipment,7214.11,14-3-2024
4728,61,51299,shoes,5461.09,5-11-2024
4729,59,12795,fashion and apparel,3973.79,17-8-2024
4730,65,88530,office equipment,1298.99,20-5-2024
4731,35,67603,health and wellness,7249.99,14-5-2024
4732,38,36935,drink,2381.65,10-8-2024
4733,80,14183,electronics,2577.89,25-6-2024
4734,46,98992,office equipment,1177.88,22-12-2024
4735,17,55765,electronics,5283.32,8-3-2024
4736,41,89250,drink,6137.58,28-2-2024
4737,60,18093,digital services,1912.74,4-1-2024
4738,16,77630,health and wellness,2488.3,19-12-2024
4739,3,60048,toys and hobbies,199.24,1-6-2024
4740,35,72253,shoes,231.34,20-8-2024
4741,7,39655,electronics,9022.06,12-12-2024
4742,79,56929,furniture and decor,7212.95,14-11-2024
4743,77,3080,office equipment,3617.38,26-7-2024
4744,69,58635,cosmetics and bodycare,5665.59,21-12-2024
4745,19,83223,office equipment,7214.11,8-6-2024
4746,50,30964,digital services,5709.01,13-1-2024
4747,84,95979,office equipment,4598.08,24-7-2024
4748,65,80751,food and beverage,6892.56,15-8-2024
4749,7,15072,toys and hobbies,8734.53,27-8-2024
4750,24,91371,media,6089.22,7-5-2024
4751,26,5183,fashion and apparel,609.16,24-5-2024
4752,23,52571,fashion and apparel,2461.93,14-9-2024
4753,2,96060,food and beverage,1125.74,1-4-2024
4754,99,21946,health and wellness,8930.05,5-7-2024
4755,43,24642,media,2137.82,27-3-2024
4756,72,88530,office equipment,1298.99,19-1-2024
4757,48,9497,office equipment,5342.71,24-4-2024
4758,76,66905,cosmetics and bodycare,3193.4,2-9-2024
4759,30,88784,shoes,4944.7,26-11-2024
4760,55,38252,electronics,3043.92,18-10-2024
4761,61,32686,health and wellness,9208.49,22-12-2024
4762,75,33445,toys and hobbies,9059.31,20-3-2024
4763,84,23736,shoes,5325.57,1-2-2024
4764,32,66040,drink,9509.68,25-11-2024
4765,68,51533,cosmetics and bodycare,9586.05,1-3-2024
4766,44,15260,media,4443.49,16-9-2024
4767,52,63053,electronics,7716.31,15-1-2024
4768,28,36362,health and wellness,7653.65,17-11-2024
4769,98,6733,cosmetics and bodycare,7693.25,13-9-2024
4770,68,22406,drink,8822.3,10-4-2024
4771,40,90385,office equipment,5457.59,21-6-2024
4772,46,33424,drink,9162.99,7-7-2024
4773,19,81588,digital services,6414.75,13-4-2024
4774,74,90839,food and beverage,5538.15,11-7-2024
4775,18,49103,toys and hobbies,901.81,22-5-2024
4776,39,46563,toys and hobbies,9466.41,16-2-2024
4777,73,96925,drink,1791.55,3-2-2024
4778,71,92609,cosmetics and bodycare,8994.84,5-6-2024
4779,56,67970,pet products,3311.12,3-6-2024
4780,18,13656,health and wellness,7992.03,14-2-2024
4781,19,60534,shoes,3577.51,11-9-2024
4782,24,76843,fashion and apparel,7126.15,26-9-2024
4783,31,7987,food and beverage,8714.61,19-9-2024
4784,27,94034,cosmetics and bodycare,8453.43,11-11-2024
4785,28,65633,toys and hobbies,1880.59,14-1-2024
4786,10,24437,media,4479.29,5-3-2024
4787,45,88541,furniture and decor,8216.9,17-6-2024
4788,3,65149,electronics,5711.63,18-6-2024
4789,8,53009,food and beverage,7045.62,11-8-2024
4790,57,24642,media,2137.82,18-4-2024
4791,16,19711,digital services,9988.68,14-2-2024
4792,50,33283,office equipment,1746.37,25-2-2024
4793,27,98085,shoes,8372.65,27-5-2024
4794,25,93374,electronics,7496.59,13-1-2024
4795,45,50893,food and beverage,4998.42,19-7-2024
4796,89,22046,digital services,4557.76,13-4-2024
4797,35,77053,office equipment,5519.95,27-2-2024
4798,9,58642,cosmetics and bodycare,2898.52,14-3-2024
4799,16,31041,digital services,8095.97,10-1-2024
4800,27,72615,toys and hobbies,3600.28,5-4-2024
4801,82,57046,cosmetics and bodycare,5789.34,1-12-2024
4802,47,15393,electronics,9407.05,5-9-2024
4803,84,93386,office equipment,5999.4,8-2-2024
4804,49,35150,fashion and apparel,6618.62,5-9-2024
4805,73,64809,pet products,9421.73,16-7-2024
4806,57,29581,digital services,2633.57,10-1-2024
4807,64,96060,food and beverage,1125.74,18-12-2024
4808,54,7297,media,3219.32,25-11-2024
4809,34,84167,pet products,3593.61,7-10-2024
4810,58,3867,media,3662.61,24-7-2024
4811,37,72649,electronics,3684.35,22-6-2024
4812,84,40358,media,2661.74,25-9-2024
4813,65,93386,office equipment,5999.4,15-9-2024
4814,49,63330,drink,7151.55,22-9-2024
4815,59,14883,health and wellness,3319.78,14-12-2024
4816,41,42475,cosmetics and bodycare,3703.32,24-11-2024
4817,98,72946,health and wellness,5513.46,4-10-2024
4818,87,95149,toys and hobbies,4048.4,6-8-2024
4819,15,90149,office equipment,656.77,27-1-2024
4820,92,31367,fashion and apparel,6559.02,1-8-2024
4821,94,84686,fashion and apparel,5831.15,9-10-2024
4822,76,35240,digital services,6447.71,7-7-2024
4823,77,78048,furniture and decor,2300.8,26-3-2024
4824,5,20516,electronics,8755.21,20-3-2024
4825,65,93476,media,9672.51,3-10-2024
4826,70,39189,furniture and decor,8470.21,3-10-2024
4827,82,72649,electronics,3684.35,10-11-2024
4828,7,48848,food and beverage,2231.09,7-5-2024
4829,38,53997,drink,8254.41,25-9-2024
4830,76,37646,pet products,1843.24,11-6-2024
4831,30,51571,pet products,7683.08,15-11-2024
4832,44,1209,shoes,478.86,19-4-2024
4833,4,44009,pet products,9515.15,25-8-2024
4834,80,58635,cosmetics and bodycare,5665.59,6-11-2024
4835,15,63097,digital services,980.02,27-1-2024
4836,37,66889,media,7954.08,14-4-2024
4837,31,6266,shoes,3875.91,26-8-2024
4838,93,7987,food and beverage,8714.61,27-11-2024
4839,3,46105,media,3855.88,3-7-2024
4840,32,28748,media,4584.7,6-5-2024
4841,66,74116,electronics,3766.51,1-6-2024
4842,65,22046,digital services,4557.76,20-5-2024
4843,83,24653,drink,1196.12,10-12-2024
4844,84,23214,health and wellness,4944.39,15-8-2024
4845,10,33442,furniture and decor,6673.18,9-11-2024
4846,22,49444,shoes,6916.38,12-10-2024
4847,98,57724,shoes,7782.0,27-9-2024
4848,87,37472,electronics,6722.44,6-1-2024
4849,71,45074,digital services,1958.42,2-4-2024
4850,14,69833,digital services,7708.22,23-11-2024
4851,63,91854,shoes,2128.57,16-2-2024
4852,82,69014,food and beverage,606.18,23-9-2024
4853,33,66643,fashion and apparel,5594.58,16-12-2024
4854,53,89920,cosmetics and bodycare,1491.06,10-12-2024
4855,100,89369,pet products,6079.51,13-7-2024
4856,73,25819,digital services,4205.35,16-4-2024
4857,10,77742,fashion and apparel,9899.87,14-5-2024
4858,88,65407,health and wellness,1018.39,25-12-2024
4859,44,28642,toys and hobbies,9660.35,13-12-2024
4860,75,75192,pet products,8623.43,27-2-2024
4861,52,9402,furniture and decor,4937.75,12-6-2024
4862,28,83824,media,7023.17,11-10-2024
4863,12,31434,drink,4378.6,28-7-2024
4864,92,40017,furniture and decor,4513.64,21-1-2024
4865,80,17291,shoes,921.93,14-2-2024
4866,34,56101,fashion and apparel,7312.11,27-4-2024
4867,93,98331,drink,3541.98,8-2-2024
4868,15,88887,pet products,2662.98,14-2-2024
4869,89,80544,drink,7688.15,19-11-2024
4870,46,2439,furniture and decor,9655.04,27-2-2024
4871,47,84494,cosmetics and bodycare,3749.68,15-9-2024
4872,62,39361,fashion and apparel,2584.39,7-9-2024
4873,50,30406,furniture and decor,2085.87,10-3-2024
4874,2,91685,shoes,7026.35,20-5-2024
4875,53,2774,shoes,1592.29,19-1-2024
4876,38,12795,fashion and apparel,3973.79,14-5-2024
4877,61,54353,digital services,7609.47,6-10-2024
4878,10,82061,shoes,3747.53,7-11-2024
4879,31,73316,health and wellness,2651.98,4-9-2024
4880,6,36968,food and beverage,6820.91,21-7-2024
4881,94,93480,shoes,2117.34,2-6-2024
4882,30,15303,electronics,7342.41,22-9-2024
4883,66,75582,shoes,6975.02,19-9-2024
4884,88,63118,electronics,8588.38,10-8-2024
4885,51,27977,pet products,6820.54,11-4-2024
4886,92,11794,furniture and decor,9383.83,4-7-2024
4887,24,73316,health and wellness,2651.98,9-10-2024
4888,96,7658,shoes,9051.92,17-3-2024
4889,4,48763,pet products,7887.4,8-9-2024
4890,63,84697,office equipment,7968.01,20-12-2024
4891,44,49027,pet products,3120.44,19-2-2024
4892,32,96559,shoes,8883.44,4-12-2024
4893,93,84150,fashion and apparel,4273.32,16-12-2024
4894,72,94760,furniture and decor,9072.26,14-7-2024
4895,8,53140,food and beverage,3178.48,12-9-2024
4896,65,57612,health and wellness,3467.71,19-2-2024
4897,83,22198,electronics,6673.83,13-2-2024
4898,36,20846,health and wellness,9018.0,6-5-2024
4899,47,37161,media,2216.92,28-5-2024
4900,10,88887,pet products,2662.98,9-6-2024
4901,65,723,digital services,7964.68,12-1-2024
4902,72,33424,drink,9162.99,19-6-2024
4903,88,97338,media,8748.43,7-1-2024
4904,76,7102,fashion and apparel,509.91,3-6-2024
4905,69,45983,fashion and apparel,3283.62,4-9-2024
4906,77,13994,electronics,5108.41,13-3-2024
4907,76,5183,fashion and apparel,609.16,25-6-2024
4908,13,29372,digital services,3954.46,3-6-2024
4909,56,19889,cosmetics and bodycare,8794.96,12-7-2024
4910,39,51533,cosmetics and bodycare,9586.05,21-7-2024
4911,68,84051,fashion and apparel,8144.01,18-7-2024
4912,8,88541,furniture and decor,8216.9,24-3-2024
4913,62,74844,fashion and apparel,5242.05,3-1-2024
4914,79,23934,shoes,5019.5,17-12-2024
4915,26,10821,cosmetics and bodycare,8464.32,3-7-2024
4916,88,45534,shoes,9259.52,27-6-2024
4917,84,19711,digital services,9988.68,22-1-2024
4918,5,71796,drink,2486.91,15-12-2024
4919,61,67969,fashion and apparel,309.65,25-12-2024
4920,56,33786,media,253.89,1-12-2024
4921,100,95003,electronics,7938.66,6-11-2024
4922,79,52341,office equipment,4335.95,22-12-2024
4923,71,72649,electronics,3684.35,24-8-2024
4924,96,88530,office equipment,1298.99,17-11-2024
4925,41,47766,furniture and decor,5920.84,8-5-2024
4926,100,45084,toys and hobbies,3453.86,26-3-2024
4927,43,55624,toys and hobbies,4175.43,15-8-2024
4928,84,57046,cosmetics and bodycare,5789.34,1-10-2024
4929,52,15065,drink,2052.89,25-7-2024
4930,37,28642,toys and hobbies,9660.35,15-7-2024
4931,43,5875,food and beverage,4431.93,5-5-2024
4932,79,32807,cosmetics and bodycare,6954.88,19-1-2024
4933,1,2589,digital services,3709.59,25-3-2024
4934,17,46384,media,7825.92,8-11-2024
4935,79,10763,health and wellness,608.19,16-12-2024
4936,3,78161,media,6361.27,17-7-2024
4937,84,8309,health and wellness,3120.58,14-5-2024
4938,23,93757,health and wellness,3431.89,24-4-2024
4939,27,99308,health and wellness,1938.19,16-12-2024
4940,62,80596,electronics,3463.38,3-10-2024
4941,44,9497,office equipment,5342.71,24-12-2024
4942,9,6054,cosmetics and bodycare,7729.07,28-12-2024
4943,78,52341,office equipment,4335.95,17-10-2024
4944,23,84051,fashion and apparel,8144.01,5-11-2024
4945,75,28748,media,4584.7,20-4-2024
4946,19,91655,food and beverage,5249.21,4-1-2024
4947,54,12169,food and beverage,2932.69,21-3-2024
4948,18,99416,electronics,6927.4,24-11-2024
4949,76,37582,shoes,349.74,22-5-2024
4950,84,32732,office equipment,2722.98,5-8-2024
4951,42,96005,pet products,2969.91,1-4-2024
4952,80,23312,office equipment,9724.68,28-5-2024
4953,93,5859,drink,5800.67,19-1-2024
4954,5,38699,food and beverage,7708.68,14-10-2024
4955,81,33445,toys and hobbies,9059.31,22-3-2024
4956,56,13255,furniture and decor,1360.76,9-7-2024
4957,26,30964,digital services,5709.01,1-9-2024
4958,94,71013,office equipment,6768.21,26-3-2024
4959,24,69302,cosmetics and bodycare,8192.48,17-7-2024
4960,61,77437,electronics,5914.72,20-10-2024
4961,11,7222,drink,6453.68,28-8-2024
4962,63,88887,pet products,2662.98,13-7-2024
4963,31,97777,cosmetics and bodycare,849.01,9-7-2024
4964,26,32770,health and wellness,6412.85,5-1-2024
4965,37,5859,drink,5800.67,26-10-2024
4966,13,37572,cosmetics and bodycare,8774.87,28-12-2024
4967,67,35484,health and wellness,8229.9,27-8-2024
4968,37,96785,fashion and apparel,3250.11,24-9-2024
4969,73,9497,office equipment,5342.71,14-3-2024
4970,98,85405,media,1356.67,21-1-2024
4971,20,18747,cosmetics and bodycare,9630.53,7-8-2024
4972,28,76688,shoes,1093.3,1-7-2024
4973,23,16874,fashion and apparel,8667.24,19-2-2024
4974,70,23934,shoes,5019.5,4-7-2024
4975,58,3737,fashion and apparel,853.53,27-8-2024
4976,64,57269,office equipment,2136.76,25-3-2024
4977,17,54010,shoes,3756.63,15-2-2024
4978,9,33126,drink,7467.3,24-7-2024
4979,28,15072,toys and hobbies,8734.53,4-6-2024
4980,95,81228,health and wellness,5493.45,8-1-2024
4981,12,93233,pet products,7434.36,8-6-2024
4982,63,65149,electronics,5711.63,28-10-2024
4983,33,72775,electronics,2313.22,2-2-2024
4984,98,47877,digital services,1944.74,3-3-2024
4985,65,44009,pet products,9515.15,24-7-2024
4986,77,52765,health and wellness,4760.14,10-4-2024
4987,52,32197,pet products,7651.32,12-12-2024
4988,67,85405,media,1356.67,2-8-2024
4989,73,23281,furniture and decor,9848.39,20-7-2024
4990,77,95003,electronics,7938.66,17-8-2024
4991,86,44962,toys and hobbies,7854.12,23-3-2024
4992,5,53009,food and beverage,7045.62,4-10-2024
4993,26,13994,electronics,5108.41,3-6-2024
4994,94,90888,office equipment,3977.25,1-8-2024
4995,18,65665,health and wellness,2006.83,20-12-2024
4996,35,39361,fashion and apparel,2584.39,12-2-2024
4997,41,57853,shoes,2908.8,10-7-2024
4998,36,91655,food and beverage,5249.21,27-9-2024
4999,8,34362,food and beverage,8689.78,20-8-2024
5000,5,86681,cosmetics and bodycare,8691.59,22-7-2024
5001,8,31226,cosmetics and bodycare,4749.63,3-1-2024
5002,86,85800,office equipment,3888.94,7-12-2024
5003,38,64333,pet products,7681.81,12-3-2024
5004,64,89940,office equipment,7289.57,12-2-2024
5005,76,97262,cosmetics and bodycare,4590.06,19-3-2024
5006,69,85141,drink,7381.15,26-11-2024
5007,30,69581,food and beverage,9297.66,8-5-2024
5008,9,91737,health and wellness,9663.31,11-2-2024
5009,75,75469,fashion and apparel,5267.46,15-9-2024
5010,42,6249,fashion and apparel,4855.83,8-11-2024
5011,62,39489,fashion and apparel,4449.07,17-4-2024
5012,25,41974,fashion and apparel,4874.19,24-10-2024
5013,34,70884,toys and hobbies,7705.78,6-7-2024
5014,45,35484,health and wellness,8229.9,9-5-2024
5015,28,74116,electronics,3766.51,10-2-2024
5016,78,54140,pet products,4325.1,19-3-2024
5017,66,46563,toys and hobbies,9466.41,15-1-2024
5018,57,78956,pet products,4227.36,14-6-2024
5019,79,63431,digital services,6551.45,2-10-2024
5020,12,74217,fashion and apparel,6906.96,9-3-2024
5021,64,97338,media,8748.43,14-9-2024
5022,62,28713,fashion and apparel,6732.89,24-2-2024
5023,4,37472,electronics,6722.44,4-5-2024
5024,84,79508,digital services,3823.11,9-12-2024
5025,58,64597,furniture and decor,1626.79,10-7-2024
5026,36,15212,food and beverage,1055.75,24-2-2024
5027,62,82633,health and wellness,7300.4,4-11-2024
5028,32,11794,furniture and decor,9383.83,8-9-2024
5029,99,30406,furniture and decor,2085.87,10-5-2024
5030,59,78956,pet products,4227.36,7-11-2024
5031,39,89612,fashion and apparel,281.91,23-7-2024
5032,46,55765,electronics,5283.32,9-11-2024
5033,40,99964,electronics,1470.79,19-4-2024
5034,38,22660,furniture and decor,822.8,17-3-2024
5035,22,384,health and wellness,4009.05,5-4-2024
5036,49,50308,cosmetics and bodycare,3812.34,17-3-2024
5037,50,16307,shoes,7250.66,14-2-2024
5038,68,384,health and wellness,4009.05,8-11-2024
5039,60,15212,food and beverage,1055.75,20-4-2024
5040,100,81228,health and wellness,5493.45,9-12-2024
5041,38,15065,drink,2052.89,16-5-2024
5042,8,28647,furniture and decor,1884.12,7-8-2024
5043,54,32057,toys and hobbies,2662.84,20-3-2024
5044,98,71013,office equipment,6768.21,24-9-2024
5045,92,40408,electronics,553.13,22-1-2024
5046,34,44700,cosmetics and bodycare,2728.03,1-4-2024
5047,93,28309,toys and hobbies,4631.34,3-1-2024
5048,45,92223,cosmetics and bodycare,2521.63,3-4-2024
5049,48,93374,electronics,7496.59,13-2-2024
5050,79,76023,digital services,4286.7,6-3-2024
5051,2,50893,food and beverage,4998.42,16-7-2024
5052,21,31295,furniture and decor,5255.27,4-9-2024
5053,59,22405,fashion and apparel,9547.49,14-11-2024
5054,100,77393,health and wellness,6563.45,6-2-2024
5055,87,7102,fashion and apparel,509.91,27-9-2024
5056,9,958,shoes,2584.83,21-4-2024
5057,80,74789,food and beverage,9459.34,24-6-2024
5058,53,33347,furniture and decor,6676.0,24-6-2024
5059,79,31367,fashion and apparel,6559.02,17-5-2024
5060,13,96925,drink,1791.55,9-4-2024
5061,88,45523,furniture and decor,3891.12,11-12-2024
5062,78,89059,fashion and apparel,4343.19,21-5-2024
5063,94,97861,shoes,2797.17,10-10-2024
5064,39,34050,drink,7027.32,28-6-2024
5065,89,32418,food and beverage,9419.37,23-8-2024
5066,13,65407,health and wellness,1018.39,16-6-2024
5067,19,1882,drink,9658.99,9-3-2024
5068,73,78316,office equipment,7007.28,2-10-2024
5069,33,63431,digital services,6551.45,27-7-2024
5070,53,14883,health and wellness,3319.78,26-12-2024
5071,29,13693,food and beverage,2886.03,26-1-2024
5072,46,93483,toys and hobbies,1576.65,5-9-2024
5073,31,72897,drink,7922.05,26-7-2024
5074,21,74116,electronics,3766.51,19-8-2024
5075,1,73316,health and wellness,2651.98,15-1-2024
5076,83,80455,shoes,6566.7,9-1-2024
5077,4,31096,shoes,6712.54,12-4-2024
5078,45,72711,health and wellness,288.23,23-8-2024
5079,59,63344,media,3766.02,19-11-2024
5080,1,78316,office equipment,7007.28,11-9-2024
5081,92,74844,fashion and apparel,5242.05,14-9-2024
5082,23,31041,digital services,8095.97,19-10-2024
5083,13,69014,food and beverage,606.18,5-7-2024
5084,53,63330,drink,7151.55,19-7-2024
5085,55,85874,shoes,226.99,28-3-2024
5086,96,77720,electronics,8025.9,10-1-2024
5087,8,958,shoes,2584.83,11-8-2024
5088,18,9925,health and wellness,4410.38,27-5-2024
5089,48,57269,office equipment,2136.76,1-1-2024
5090,24,7888,digital services,2669.87,15-6-2024
5091,72,71236,electronics,242.44,1-12-2024
5092,48,91854,shoes,2128.57,14-12-2024
5093,47,60534,shoes,3577.51,7-2-2024
5094,55,23096,office equipment,7908.94,25-2-2024
5095,21,99429,digital services,4333.55,1-9-2024
5096,71,2760,food and beverage,8586.38,28-2-2024
5097,19,7222,drink,6453.68,6-1-2024
5098,15,3867,media,3662.61,7-11-2024
5099,36,57853,shoes,2908.8,10-8-2024
5100,5,20985,fashion and apparel,4559.38,28-7-2024
5101,40,47791,electronics,4306.27,10-4-2024
5102,1,95343,media,8391.96,14-11-2024
5103,71,32499,digital services,3515.94,25-8-2024
5104,22,98331,drink,3541.98,8-3-2024
5105,49,18704,food and beverage,2820.35,8-11-2024
5106,95,65333,fashion and apparel,6248.33,4-5-2024
5107,58,48941,media,3980.91,16-5-2024
5108,90,78048,furniture and decor,2300.8,8-9-2024
5109,57,83725,electronics,4687.17,13-12-2024
5110,61,35321,fashion and apparel,6903.3,17-1-2024
5111,7,4282,pet products,4886.27,16-3-2024
5112,8,3737,fashion and apparel,853.53,14-12-2024
5113,82,74455,office equipment,6512.44,11-6-2024
5114,4,5941,media,6024.51,21-2-2024
5115,82,80016,drink,103.49,9-3-2024
5116,98,54140,pet products,4325.1,4-12-2024
5117,11,32770,health and wellness,6412.85,20-3-2024
5118,71,52980,electronics,2850.43,1-6-2024
5119,99,3080,office equipment,3617.38,12-4-2024
5120,64,9031,drink,3505.42,6-9-2024
5121,57,60534,shoes,3577.51,28-2-2024
5122,59,34110,pet products,7382.72,19-1-2024
5123,76,28002,food and beverage,1675.3,25-12-2024
5124,12,67970,pet products,3311.12,23-9-2024
5125,76,48946,media,8893.76,16-8-2024
5126,6,10973,pet products,1411.77,16-2-2024
5127,42,93374,electronics,7496.59,27-12-2024
5128,75,31208,pet products,7126.85,21-10-2024
5129,46,34195,cosmetics and bodycare,4688.42,17-8-2024
5130,76,97262,cosmetics and bodycare,4590.06,23-7-2024
5131,58,33283,office equipment,1746.37,23-2-2024
5132,38,17556,electronics,8798.52,3-9-2024
5133,58,45074,digital services,1958.42,18-11-2024
5134,13,97478,health and wellness,2199.64,16-10-2024
5135,86,92147,health and wellness,3553.83,15-4-2024
5136,93,2457,shoes,3881.13,3-12-2024
5137,69,57615,electronics,3271.01,28-10-2024
5138,46,82680,drink,4869.03,4-12-2024
5139,48,66807,fashion and apparel,4657.38,12-4-2024
5140,13,9169,health and wellness,9347.67,12-8-2024
5141,93,91655,food and beverage,5249.21,26-5-2024
5142,5,58635,cosmetics and bodycare,5665.59,5-8-2024
5143,8,11029,media,9161.1,25-11-2024
5144,37,2774,shoes,1592.29,22-6-2024
5145,2,78647,digital services,3108.38,6-11-2024
5146,81,56410,media,1938.17,20-10-2024
5147,77,54010,shoes,3756.63,11-12-2024
5148,14,70884,toys and hobbies,7705.78,27-11-2024
5149,92,51571,pet products,7683.08,14-2-2024
5150,86,28544,fashion and apparel,7910.47,25-10-2024
5151,26,28751,digital services,3567.93,22-12-2024
5152,95,1650,media,2381.22,5-11-2024
5153,46,83725,electronics,4687.17,22-9-2024
5154,10,21731,drink,8475.71,9-5-2024
5155,20,89920,cosmetics and bodycare,1491.06,1-3-2024
5156,64,7346,pet products,5135.19,16-6-2024
5157,2,28713,fashion and apparel,6732.89,27-8-2024
5158,19,23934,shoes,5019.5,19-10-2024
5159,1,1167,pet products,8651.76,3-9-2024
5160,72,98539,media,1014.14,17-11-2024
5161,95,76743,cosmetics and bodycare,7846.34,17-8-2024
5162,55,10821,cosmetics and bodycare,8464.32,16-8-2024
5163,23,87240,office equipment,5249.94,10-12-2024
5164,7,13248,media,8157.16,14-12-2024
5165,69,54010,shoes,3756.63,12-6-2024
5166,13,78316,office equipment,7007.28,19-5-2024
5167,84,2774,shoes,1592.29,21-3-2024
5168,20,40128,health and wellness,5547.53,6-1-2024
5169,68,90385,office equipment,5457.59,17-5-2024
5170,37,62401,office equipment,4068.73,28-4-2024
5171,83,93483,toys and hobbies,1576.65,15-5-2024
5172,65,529,fashion and apparel,151.98,13-10-2024
5173,51,23774,office equipment,4931.24,19-6-2024
5174,8,51574,media,3296.01,1-7-2024
5175,4,91109,health and wellness,2650.03,27-12-2024
5176,98,26310,cosmetics and bodycare,4384.84,6-10-2024
5177,46,17538,office equipment,9402.89,10-2-2024
5178,63,13693,food and beverage,2886.03,24-1-2024
5179,1,13248,media,8157.16,27-10-2024
5180,41,14227,furniture and decor,7995.88,20-1-2024
5181,97,39070,toys and hobbies,618.25,10-4-2024
5182,20,20272,toys and hobbies,6153.5,4-12-2024
5183,79,44466,shoes,7516.29,7-4-2024
5184,92,2457,shoes,3881.13,24-10-2024
5185,35,9671,drink,2321.57,5-8-2024
5186,48,88541,furniture and decor,8216.9,18-11-2024
5187,74,41373,furniture and decor,5762.36,26-9-2024
5188,60,27602,fashion and apparel,2349.18,8-1-2024
5189,10,10973,pet products,1411.77,21-9-2024
5190,67,84494,cosmetics and bodycare,3749.68,23-12-2024
5191,72,60534,shoes,3577.51,6-1-2024
5192,12,7996,furniture and decor,1340.83,4-4-2024
5193,60,81608,pet products,8826.76,12-3-2024
5194,83,7222,drink,6453.68,24-8-2024
5195,91,41656,fashion and apparel,4611.85,26-2-2024
5196,60,45983,fashion and apparel,3283.62,24-5-2024
5197,78,23963,media,8168.54,25-8-2024
5198,59,32732,office equipment,2722.98,19-1-2024
5199,34,10738,digital services,7592.44,25-9-2024
5200,91,61341,toys and hobbies,4216.46,14-10-2024
5201,83,52784,food and beverage,2177.3,6-5-2024
5202,22,89612,fashion and apparel,281.91,18-2-2024
5203,83,77437,electronics,5914.72,5-8-2024
5204,60,90149,office equipment,656.77,5-1-2024
5205,22,99225,toys and hobbies,3598.98,11-7-2024
5206,57,89454,health and wellness,2261.15,12-9-2024
5207,81,41894,toys and hobbies,5270.85,23-1-2024
5208,92,41373,furniture and decor,5762.36,12-4-2024
5209,1,41824,electronics,3511.14,14-7-2024
5210,55,42521,furniture and decor,6595.46,26-3-2024
5211,51,94505,furniture and decor,7162.63,21-9-2024
5212,17,958,shoes,2584.83,4-11-2024
5213,58,90467,drink,8410.82,6-9-2024
5214,18,33524,health and wellness,6117.99,2-3-2024
5215,13,52429,digital services,6776.8,1-5-2024
5216,43,80544,drink,7688.15,27-4-2024
5217,70,77424,fashion and apparel,2595.06,1-8-2024
5218,78,94034,cosmetics and bodycare,8453.43,19-7-2024
5219,63,67603,health and wellness,7249.99,2-1-2024
5220,97,96852,media,844.61,17-7-2024
